Vendor-ID#,Vendor,Company,Flavor Name,ATF-ID#
V-1062,DIY eJuice,FLV,Milk and Honey,ATF-01491
V-1063,Bull City,FLV,Milk Chocolate,ATF-01492
V-1064,DIY eJuice,FLV,Milk Chocolate,ATF-01492
V-1065,DIY eJuice,FLV,Mint Candy,ATF-01493
V-1066,DIY eJuice,FLV,Mocha,ATF-01494
V-1067,DIY eJuice,FLV,Morning Mimosa,ATF-01495
V-1068,DIY eJuice,FLV,Moscato,ATF-01496
V-1069,Nomz,FLV,Nat. Mint,ATF-01497
V-1070,Bull City,FLV,Native Flavoring,ATF-01498
V-1071,DIY eJuice,FLV,Native Tobacco,ATF-01498
V-1072,Nomz,FLV,Native Tobacco,ATF-01498
V-1073,Bull City,FLV,Natural Mint,ATF-01497
V-1074,DIY eJuice,FLV,Nectarine,ATF-01499
V-1075,DIY eJuice,FLV,Oak Barrel,ATF-01500
V-1076,DIY eJuice,FLV,Oatmeal Raisin,ATF-01501
V-1077,DIY eJuice,FLV,Orange Citrus,ATF-01502
V-1078,DIY eJuice,FLV,Oriental Tobacco,ATF-01503
V-1079,DIY eJuice,FLV,Papaya Punch,ATF-01504
V-1080,DIY eJuice,FLV,Passionfruit,ATF-01505
V-1081,DIY eJuice,FLV,Pastry Zest,ATF-01506
V-1082,Bull City,FLV,PB Cream,ATF-01507
V-1083,DIY eJuice,FLV,PB Cream,ATF-01507
V-1084,Nomz,FLV,PB Cream,ATF-01507
V-1085,Bull City,FLV,Peach,ATF-01508
V-1086,DIY eJuice,FLV,Peach,ATF-01508
V-1087,Nomz,FLV,Peach,ATF-01508
V-1088,Bull City,FLV,Peach Gummy,ATF-01509
V-1089,DIY eJuice,FLV,Peach Gummy,ATF-01509
V-1090,Nomz,FLV,Peach Gummy,ATF-01509
V-1091,DIY eJuice,FLV,Peanut Butter,ATF-01510
V-1092,Nomz,FLV,Peanut Butter,ATF-01510
V-1093,DIY eJuice,FLV,Pear,ATF-01511
V-1094,Bull City,FLV,Pearesto,ATF-01512
V-1095,DIY eJuice,FLV,Pearesto,ATF-01512
V-1096,Bull City,FLV,Peppermint,ATF-01513
V-1097,DIY eJuice,FLV,Peppermint,ATF-01513
V-1098,DIY eJuice,FLV,Persimmon,ATF-01514
V-1099,DIY eJuice,FLV,Persimmon Spice,ATF-01515
V-1100,Bull City,FLV,Pineapple,ATF-01516
V-1101,DIY eJuice,FLV,Pineapple,ATF-01516
V-1102,DIY eJuice,FLV,Pink Fruit,ATF-01517
V-1103,Bull City,FLV,Pink Guava,ATF-01518
V-1104,DIY eJuice,FLV,Pink Guava,ATF-01518
V-1105,Nomz,FLV,Pink Guava,ATF-01518
V-1106,Bull City,FLV,Pink Lemonade,ATF-01519
V-1107,DIY eJuice,FLV,Pink Lemonade,ATF-01519
V-1108,Nomz,FLV,Pink Lemonade,ATF-01519
V-1109,DIY eJuice,FLV,Pistachio,ATF-01520
V-1110,DIY eJuice,FLV,Pomegranate,ATF-01521
V-1111,Nomz,FLV,Pomegranate,ATF-01521
V-1112,Bull City,FLV,Popcorn,ATF-01522
V-1113,DIY eJuice,FLV,Popcorn,ATF-01522
V-1114,Bull City,FLV,Pound Cake,ATF-01523
V-1115,DIY eJuice,FLV,Pound Cake,ATF-01523
V-1116,DIY eJuice,FLV,Pralines,ATF-01524
V-1117,DIY eJuice,FLV,Pucker Tobacco,ATF-01525
V-1118,DIY eJuice,FLV,Pumpkin Bread,ATF-01526
V-1119,Bull City,FLV,Pumpkin Spice,ATF-01527
V-1120,DIY eJuice,FLV,Pumpkin Spice,ATF-01527
V-1121,Bull City,FLV,Rainbow Sherbert,ATF-01528
V-1122,Nomz,FLV,Rainbow Sherbet,ATF-01528
V-1123,DIY eJuice,FLV,Rainier Cherry,ATF-01529
V-1124,Bull City,FLV,Raisin Rum,ATF-01530
V-1125,DIY eJuice,FLV,Raisin Rum,ATF-01530
V-1126,Bull City,FLV,Raspberry,ATF-01531
V-1127,DIY eJuice,FLV,Raspberry,ATF-01531
V-1128,DIY eJuice,FLV,Red Apple,ATF-01532
V-1129,Bull City,FLV,Red Burley,ATF-01533
V-1130,DIY eJuice,FLV,Red Burley,ATF-01533
V-1131,Nomz,FLV,Red Burley,ATF-01533
V-1132,DIY eJuice,FLV,Red Cinnamon,ATF-01534
V-1133,Bull City,FLV,Red Grapefruit,ATF-01535
V-1134,Nomz,FLV,Red Grapefruit,ATF-01535
V-1135,Bull City,FLV,Red Raspberry,ATF-01536
V-1136,DIY eJuice,FLV,Red Raspberry,ATF-01536
V-1137,DIY eJuice,FLV,Red Tea,ATF-01537
V-1138,Bull City,FLV,Red Vanilla Soda,ATF-01538
V-1139,DIY eJuice,FLV,Red Vanilla Soda,ATF-01538
V-1140,Nomz,FLV,Red Vanilla Soda,ATF-01538
V-1141,DIY eJuice,FLV,Red Velvet,ATF-01539
V-1142,DIY eJuice,FLV,Rhubarb,ATF-01540
V-1143,Bull City,FLV,Rich Cinnamon,ATF-01541
V-1144,DIY eJuice,FLV,Rich Cinnamon,ATF-01541
V-1145,Nomz,FLV,Rich Cinnamon,ATF-01541
V-1146,Bull City,FLV,Ripe Mango,ATF-01542
V-1147,DIY eJuice,FLV,Ripe Mango,ATF-01542
V-1148,DIY eJuice,FLV,Rock & Road,ATF-01543
V-1149,Nomz,FLV,Rock & Road,ATF-01543
V-1150,Bull City,FLV,Root Beer,ATF-01544
V-1151,DIY eJuice,FLV,Root Beer,ATF-01544
V-1152,DIY eJuice,FLV,Rose Essence,ATF-01545
V-1153,Bull City,FLV,RWB Popsicle,ATF-01546
V-1154,DIY eJuice,FLV,RWB Popsicle Blast,ATF-01546
V-1155,Nomz,FLV,RWB Popsicle Blast,ATF-01546
V-1156,Bull City,FLV,RY4,ATF-01547
V-1157,DIY eJuice,FLV,RY4,ATF-01547
V-1158,DIY eJuice,FLV,Salmiakki,ATF-01548
V-1159,Nomz,FLV,Salmiakki,ATF-01548
V-1160,DIY eJuice,FLV,Sangria,ATF-01549
V-1161,Bull City,FLV,Saturn Peach,ATF-01550
V-1162,DIY eJuice,FLV,Saturn Peach,ATF-01550
V-1163,Nomz,FLV,Saturn Peach,ATF-01550
V-1164,Bull City,FLV,Smoked Butterscotch,ATF-01551
V-1165,DIY eJuice,FLV,Smoked Butterscotch,ATF-01551
V-1166,DIY eJuice,FLV,Smooth Vanilla,ATF-01552
V-1167,Nomz,FLV,Smooth Vanilla,ATF-01552
V-1168,DIY eJuice,FLV,Smoothie Base,ATF-01553
V-1169,DIY eJuice,FLV,Smore,ATF-01554
V-1170,Nomz,FLV,Smore,ATF-01554
V-1171,DIY eJuice,FLV,Snow Cream,ATF-01555
V-1172,Nomz,FLV,Snow Cream,ATF-01555
V-1173,Bull City,FLV,Sour Apple,ATF-01556
V-1174,DIY eJuice,FLV,Sour Apple,ATF-01556
V-1175,Nomz,FLV,Sour Apple,ATF-01556
V-1176,DIY eJuice,FLV,Soursop,ATF-01557
V-1177,Bull City,FLV,Spearmint,ATF-01558
V-1178,DIY eJuice,FLV,Spearmint,ATF-01558
V-1179,DIY eJuice,FLV,Starch Base,ATF-01559
V-1180,Bull City,FLV,Strawberry,ATF-01560
V-1181,DIY eJuice,FLV,Strawberry,ATF-01560
V-1182,DIY eJuice,FLV,Strawberry Cream,ATF-01561
V-1183,DIY eJuice,FLV,Strawberry Filling,ATF-01562
V-1184,DIY eJuice,FLV,Strawberry Lime,ATF-01563
V-1185,Nomz,FLV,Strawberry Lime,ATF-01563
V-1186,DIY eJuice,FLV,Strawberry Smash,ATF-01564
V-1187,DIY eJuice,FLV,Sugar Orchid,ATF-01565
V-1188,Nomz,FLV,Sumo Citrus,ATF-00000
V-1189,DIY eJuice,FLV,Sun Cookie,ATF-01566
V-1190,Bull City,FLV,Sweet & Smokey Tob. Flavoring,ATF-01567
V-1191,DIY eJuice,FLV,Sweet & Smokey Tobacco,ATF-01567
V-1192,DIY eJuice,FLV,Sweet Cigarette,ATF-01568
V-1193,Bull City,FLV,Sweet Coconut,ATF-01569
V-1194,DIY eJuice,FLV,Sweet Coconut,ATF-01569
V-1195,Bull City,FLV,Sweet Cream,ATF-01570
V-1196,DIY eJuice,FLV,Sweet Cream,ATF-01570
V-1197,Bull City,FLV,Sweet Crunch,ATF-01571
V-1198,DIY eJuice,FLV,Sweet Crunch,ATF-01571
V-1199,DIY eJuice,FLV,Sweet Dough,ATF-01572
V-1200,DIY eJuice,FLV,Sweet Fig,ATF-01573
V-1201,Bull City,FLV,Sweet Mango,ATF-01574
V-1202,DIY eJuice,FLV,Sweet Mango,ATF-01574
V-1203,Bull City,FLV,Sweetness,ATF-01575
V-1204,DIY eJuice,FLV,Sweetness,ATF-01575
V-1205,DIY eJuice,FLV,Tangerine,ATF-01576
V-1206,Bull City,FLV,Tart Blast,ATF-01577
V-1207,DIY eJuice,FLV,Tart Blast,ATF-01577
V-1208,DIY eJuice,FLV,Tatanka Tobacco,ATF-01578
V-1209,DIY eJuice,FLV,Tequila Agave,ATF-01579
V-1210,DIY eJuice,FLV,Thai Chai,ATF-01580
V-1211,Bull City,FLV,Toffee,ATF-01581
V-1212,DIY eJuice,FLV,Toffee,ATF-01581
V-1213,DIY eJuice,FLV,Torrone,ATF-01582
V-1214,DIY eJuice,FLV,Tricks Cereal,ATF-01583
V-1215,DIY eJuice,FLV,Tropical Citrus,ATF-01584
V-1216,Bull City,FLV,Tropical Punch,ATF-01585
V-1217,DIY eJuice,FLV,Tropical Punch,ATF-01585
V-1218,Bull City,FLV,Turkish Flavoring,ATF-01586
V-1219,DIY eJuice,FLV,Turkish Tobacco,ATF-01586
V-1220,Bull City,FLV,Vanilla Bean,ATF-01587
V-1221,DIY eJuice,FLV,Vanilla Bean,ATF-01587
V-1222,Bull City,FLV,Vanilla Custard,ATF-01588
V-1223,DIY eJuice,FLV,Vanilla Custard,ATF-01588
V-1224,Bull City,FLV,Vanilla Pudding,ATF-01589
V-1225,DIY eJuice,FLV,Vanilla Pudding,ATF-01589
V-1226,Bull City,FLV,Vanilla Tob. Flavoring,ATF-01590
V-1227,DIY eJuice,FLV,Vanilla Tobacco,ATF-01590
V-1228,Bull City,FLV,Virginia Flavoring,ATF-01591
V-1229,DIY eJuice,FLV,Virginia Tobacco,ATF-01591
V-1230,Nomz,FLV,Virginia Tobacco,ATF-01591
V-1231,DIY eJuice,FLV,Waffle,ATF-01592
V-1232,Bull City,FLV,Watermelon,ATF-01593
V-1233,DIY eJuice,FLV,Watermelon,ATF-01593
V-1234,Nomz,FLV,Watermelon,ATF-01593
V-1235,DIY eJuice,FLV,Wheat,ATF-01594
V-1236,Bull City,FLV,Whipped Cream,ATF-01595
V-1237,DIY eJuice,FLV,Whipped Cream,ATF-01595
V-1238,DIY eJuice,FLV,White Chocolate,ATF-01596
V-1239,Bull City,FLV,Wild Melon,ATF-01597
V-1240,DIY eJuice,FLV,Wild Melon,ATF-01597
V-1241,Nomz,FLV,Wild Melon,ATF-01597
V-1242,DIY eJuice,FLV,Wintergreen,ATF-01598
V-1243,Nomz,FLV,Wintergreen,ATF-01598
V-1244,DIY eJuice,FLV,Wood Spice,ATF-01599
V-1245,DIY eJuice,FLV,Yakima Hops,ATF-01600
V-1246,DIY eJuice,FLV,Yam,ATF-01601
V-1247,Bull City,FLV,Yuzu,ATF-01602
V-1248,DIY eJuice,FLV,Yuzu,ATF-01602
V-1249,DIY eJuice,FW,555 Flavor,ATF-01712
V-1250,DIY eJuice,FW,7 Flavor,ATF-01713
V-1251,DIY eJuice,FW,Absinthe Flavor,ATF-01714
V-1252,DIY eJuice,FW,Acai Berry,ATF-01715
V-1253,DIY eJuice,FW,Almond Toffee Candy,ATF-01718
V-1254,DIY eJuice,FW,Amaretto,ATF-01719
V-1255,DIY eJuice,FW,Anise,ATF-01721
V-1256,DIY eJuice,FW,Ankara Tobacco,ATF-01722
V-1257,DIY eJuice,FW,Apple Jacks,ATF-01730
V-1258,DIY eJuice,FW,Apricot,ATF-01731
V-1259,Bull City,FW,Banana,ATF-01733
V-1260,DIY eJuice,FW,Banana,ATF-01733
V-1261,Bull City,FW,Banana Cream,ATF-01734
V-1262,Nomz,FW,Banana Cream,ATF-01734
V-1263,DIY eJuice,FW,Banana Nut Bread,ATF-01735
V-1264,DIY eJuice,FW,Banana Split,ATF-01736
V-1265,DIY eJuice,FW,Bananas Foster,ATF-01737
V-1266,Bull City,FW,Bavarian Cream,ATF-01738
V-1267,DIY eJuice,FW,Bavarian Cream,ATF-01738
V-1268,Nomz,FW,Bavarian Cream,ATF-01738
V-1269,Bull City,FW,Beetle Juice,ATF-01739
V-1270,DIY eJuice,FW,BeetleJuice,ATF-01739
V-1271,Bull City,FW,Birthday Cake,ATF-01741
V-1272,DIY eJuice,FW,Birthday Cake,ATF-01741
V-1273,Bull City,FW,Black Cherry,ATF-01743
V-1274,DIY eJuice,FW,Black Cherry,ATF-01743
V-1275,Nomz,FW,Black Cherry,ATF-01743
V-1276,DIY eJuice,FW,Black Currant,ATF-01744
V-1277,Bull City,FW,Black Licorice,ATF-01745
V-1278,DIY eJuice,FW,Black Licorice,ATF-01745
V-1279,DIY eJuice,FW,Black Tea,ATF-01746
V-1280,Bull City,FW,Blackberry,ATF-01747
V-1281,DIY eJuice,FW,Blackberry,ATF-01747
V-1282,Nomz,FW,Blackberry,ATF-01747
V-1283,DIY eJuice,FW,Blackberry Mojito,ATF-01749
V-1284,Nomz,FW,Blood Orange,ATF-01750
V-1285,DIY eJuice,FW,Blood Orange (Natural),ATF-01750
V-1286,DIY eJuice,FW,Blu-Bacco,ATF-01751
V-1287,Bull City,FW,Blue Ice,ATF-01752
V-1288,DIY eJuice,FW,Blue Ice,ATF-01752
V-1289,Bull City,FW,Blue Raspberry,ATF-01753
V-1290,DIY eJuice,FW,Blue Raspberry,ATF-01753
V-1291,Bull City,FW,Blueberry,ATF-01754
V-1292,DIY eJuice,FW,Blueberry,ATF-01754
V-1293,Nomz,FW,Blueberry,ATF-01754
V-1294,Bull City,FW,Blueberry (Sweet),ATF-02014
V-1295,Bull City,FW,Blueberry Cotton Candy,ATF-01755
V-1296,DIY eJuice,FW,Blueberry Cotton Candy Type,ATF-01755
V-1297,DIY eJuice,FW,Blueberry Graham Waffle,ATF-01756
V-1298,Bull City,FW,Boom!,ATF-01758
V-1299,DIY eJuice,FW,Boom!,ATF-01758
V-1300,DIY eJuice,FW,Boysenberry,ATF-01760
V-1301,DIY eJuice,FW,Brown Sugar,ATF-01762
V-1302,DIY eJuice,FW,Bubba's Pig Sap,ATF-01763
V-1303,DIY eJuice,FW,Bubble Gum,ATF-01764
V-1304,Nomz,FW,Bubblegum,ATF-01764
V-1305,Bull City,FW,Butter Cream,ATF-01765
V-1306,DIY eJuice,FW,Butter Cream,ATF-01765
V-1307,Bull City,FW,Butter Pecan,ATF-01766
V-1308,DIY eJuice,FW,Butter Pecan,ATF-01766
V-1309,Nomz,FW,Butter Pecan,ATF-01766
V-1310,Bull City,FW,Butter Rum,ATF-01767
V-1311,DIY eJuice,FW,Butter Rum,ATF-01767
V-1312,Bull City,FW,Butter Toffee,ATF-01768
V-1313,DIY eJuice,FW,Butter Toffee,ATF-01768
V-1314,Bull City,FW,Butterbeer,ATF-01769
V-1315,DIY eJuice,FW,Buttered Popcorn,ATF-01770
V-1316,Bull City,FW,Butterscotch,ATF-01771
V-1317,DIY eJuice,FW,Butterscotch,ATF-01771
V-1318,Nomz,FW,Butterscotch,ATF-01771
V-1319,DIY eJuice,FW,Butterscotch (Natural),ATF-01772
V-1320,Bull City,FW,Butterscotch Ripple,ATF-01773
V-1321,DIY eJuice,FW,Butterscotch Ripple,ATF-01773
V-1322,Nomz,FW,Butterscotch Ripple,ATF-01773
V-1323,DIY eJuice,FW,Cafe Coffee,ATF-01775
V-1324,DIY eJuice,FW,Cafe Cream,ATF-01776
V-1325,Nomz,FW,Cake (White),ATF-01777
V-1326,Nomz,FW,Cake (Yellow),ATF-01778
V-1327,Bull City,FW,Cake Batter Dip,ATF-01779
V-1328,DIY eJuice,FW,Cake Batter Dip,ATF-01779
V-1329,Bull City,FW,Candy Banana,ATF-01780
V-1330,DIY eJuice,FW,Candy Bar,ATF-01781
V-1331,Bull City,FW,Candy Cane,ATF-01782
V-1332,DIY eJuice,FW,Candy Cane,ATF-01782
V-1333,DIY eJuice,FW,Candy Corn,ATF-01783
V-1334,Bull City,FW,Candy Watermelon,ATF-01784
V-1335,DIY eJuice,FW,Candy Watermelon,ATF-01784
V-1336,DIY eJuice,FW,Cantaloupe,ATF-01785
V-1337,Bull City,FW,Caramel Candy,ATF-01791
V-1338,DIY eJuice,FW,Caramel Candy,ATF-01791
V-1339,Nomz,FW,Caramel Candy,ATF-01791
V-1340,Bull City,FW,Caramel Cinnamon Roll,ATF-01792
V-1341,DIY eJuice,FW,Caramel Cinnamon Roll,ATF-01792
V-1342,Bull City,FW,Cheesecake,ATF-01794
V-1343,DIY eJuice,FW,Cheesecake,ATF-01794
V-1344,Nomz,FW,Cheesecake,ATF-01794
V-1345,DIY eJuice,FW,Cherry (Natural),ATF-01795
V-1346,DIY eJuice,FW,Cherry Balsam Tobacco,ATF-01796
V-1347,Bull City,FW,Cherry Berry,ATF-01797
V-1348,DIY eJuice,FW,Cherry Berry,ATF-01797
V-1349,DIY eJuice,FW,Cherry Blast,ATF-01798
V-1350,Bull City,FW,Cherry Crush,ATF-01799
V-1351,DIY eJuice,FW,Cherry Crush,ATF-01799
V-1352,DIY eJuice,FW,Choco Cocoa Mocha,ATF-01800
V-1353,DIY eJuice,FW,Chocolate Gritty,ATF-00000
V-1354,DIY eJuice,FW,Chocolate Mint,ATF-01801
V-1355,DIY eJuice,FW,Cinnamon,ATF-01804
V-1356,Bull City,FW,Cinnamon Churro,ATF-01805
V-1357,DIY eJuice,FW,Cinnamon Churro,ATF-01805
V-1358,DIY eJuice,FW,Cinnamon Hot Tamale,ATF-01806
V-1359,Bull City,FW,Cinnamon Red Hot,ATF-01807
V-1360,DIY eJuice,FW,Cinnamon Red Hots,ATF-01807
V-1361,Bull City,FW,Cinnamon Roll,ATF-01808
V-1362,DIY eJuice,FW,Cinnamon Roll,ATF-01808
V-1363,Nomz,FW,Cinnamon Roll,ATF-01808
V-1364,DIY eJuice,FW,Citrus Soda,ATF-01811
V-1365,Bull City,FW,Cloud 9,ATF-01812
V-1366,DIY eJuice,FW,Cloud 9,ATF-01812
V-1367,DIY eJuice,FW,Coconut,ATF-01814
V-1368,Bull City,FW,Coconut Cream Pie,ATF-01815
V-1369,DIY eJuice,FW,Coffee,ATF-01816
V-1370,DIY eJuice,FW,Coffee with Cream,ATF-01818
V-1371,DIY eJuice,FW,Cola,ATF-01819
V-1372,DIY eJuice,FW,Cookie Butter,ATF-01820
V-1373,Nomz,FW,Cookie Butter,ATF-01820
V-1374,Bull City,FW,Cookies and Cream,ATF-01821
V-1375,DIY eJuice,FW,Cookies and Cream,ATF-01821
V-1376,DIY eJuice,FW,Cool Texas Tobacco,ATF-00000
V-1377,Bull City,FW,Cotton Candy,ATF-01823
V-1378,DIY eJuice,FW,Cotton Candy,ATF-01823
V-1379,DIY eJuice,FW,Coumarin Pipe,ATF-01824
V-1380,DIY eJuice,FW,Cranberry,ATF-01825
V-1381,DIY eJuice,FW,Cream Soda Type,ATF-01826
V-1382,DIY eJuice,FW,Creamy Coconut,ATF-01829
V-1383,Bull City,FW,Creamy Hazelnut,ATF-01830
V-1384,DIY eJuice,FW,Creamy Hazelnut,ATF-01830
V-1385,Bull City,FW,Creamy Sponge Cake,ATF-01831
V-1386,Bull City,FW,Creme De Menthe,ATF-01832
V-1387,DIY eJuice,FW,Creme De Menthe,ATF-01832
V-1388,DIY eJuice,FW,Crunch Cereal,ATF-01833
V-1389,DIY eJuice,FW,Crunch Fruit Cereal,ATF-01834
V-1390,Bull City,FW,Crunchy Cereal W/ Berries,ATF-01788
V-1391,DIY eJuice,FW,Cucumber Mint,ATF-01835
V-1392,DIY eJuice,FW,Dark Chocolate,ATF-01836
V-1393,Bull City,FW,Double Apple,ATF-01723
V-1394,DIY eJuice,FW,Double Apple,ATF-01723
V-1395,DIY eJuice,FW,Double Dutch Chocolate,ATF-01838
V-1396,DIY eJuice,FW,Double Dutch Twister,ATF-01839
V-1397,Bull City,FW,Double Minty Gum Type,ATF-02000
V-1398,DIY eJuice,FW,Dr. Soda,ATF-01840
V-1399,DIY eJuice,FW,Dragon Fruit,ATF-01841
V-1400,DIY eJuice,FW,Dulce De Leche,ATF-01842
V-1401,Nomz,FW,Dulce de Leche,ATF-01842
V-1402,DIY eJuice,FW,Dutch Apple Pie,ATF-01843
V-1403,DIY eJuice,FW,East Coast Tobacco,ATF-01844
V-1404,Nomz,FW,Ecto Cooler,ATF-01846
V-1405,DIY eJuice,FW,Ecto Cooler (Natural),ATF-01846
V-1406,DIY eJuice,FW,Egg Nog,ATF-01847
V-1407,Bull City,FW,Eggnog,ATF-01847
V-1408,DIY eJuice,FW,English Toffee,ATF-01849
V-1409,Bull City,FW,Extreme Ice,ATF-01850
V-1410,DIY eJuice,FW,Extreme Ice,ATF-01850
V-1411,DIY eJuice,FW,Fig,ATF-01851
V-1412,DIY eJuice,FW,Fire and Ice,ATF-01852
V-1413,Bull City,FW,French Vanilla,ATF-01855
V-1414,DIY eJuice,FW,French Vanilla,ATF-01855
V-1415,Bull City,FW,Fruit Chew Candy,ATF-01856
V-1416,DIY eJuice,FW,Fruit Rings,ATF-01857
V-1417,Bull City,FW,Fruity Flakes,ATF-01858
V-1418,DIY eJuice,FW,Fruity Flakes,ATF-01858
V-1419,Bull City,FW,Fruity Rings,ATF-01857
V-1420,DIY eJuice,FW,Fudge Brownie,ATF-01859
V-1421,DIY eJuice,FW,Fuzzy Navel,ATF-01861
V-1422,DIY eJuice,FW,Ginger,ATF-01862
V-1423,DIY eJuice,FW,Ginger Ale,ATF-01863
V-1424,DIY eJuice,FW,Glazed Doughnut,ATF-01865
V-1425,DIY eJuice,FW,Goji Berry,ATF-01866
V-1426,Bull City,FW,Graham Cracker,ATF-01867
V-1427,DIY eJuice,FW,Graham Cracker,ATF-01867
V-1428,Nomz,FW,Graham Cracker,ATF-01867
V-1429,Bull City,FW,Grape,ATF-01868
V-1430,DIY eJuice,FW,Grape,ATF-01868
V-1431,DIY eJuice,FW,Grape (Natural),ATF-01869
V-1432,DIY eJuice,FW,Grape Berry Ice,ATF-01871
V-1433,Bull City,FW,Grape Soda,ATF-01870
V-1434,DIY eJuice,FW,Grape Soda,ATF-01870
V-1435,Nomz,FW,Grape Soda,ATF-01870
V-1436,DIY eJuice,FW,Greek Yogurt,ATF-02061
V-1437,Bull City,FW,Green Apple,ATF-01724
V-1438,DIY eJuice,FW,Green Apple,ATF-01724
V-1439,DIY eJuice,FW,Green Apple (Natural),ATF-01726
V-1440,DIY eJuice,FW,Green Engine (Natural),ATF-01872
V-1441,Bull City,FW,Green Goblin,ATF-01873
V-1442,DIY eJuice,FW,Green Goblin,ATF-01873
V-1443,DIY eJuice,FW,Gritty,ATF-00000
V-1444,DIY eJuice,FW,Guava,ATF-01875
V-1445,DIY eJuice,FW,Gummi Bear,ATF-01876
V-1446,Nomz,FW,Gummi Bear,ATF-01876
V-1447,Bull City,FW,Hard Candy,ATF-01878
V-1448,DIY eJuice,FW,Hard Candy,ATF-01878
V-1449,DIY eJuice,FW,Havana,ATF-01879
V-1450,Bull City,FW,Hawaiian Islands Punch Type,ATF-01880
V-1451,DIY eJuice,FW,Hawaiian Limeade,ATF-01881
V-1452,DIY eJuice,FW,Hawaiian Punch,ATF-01880
V-1453,Bull City,FW,Hazelnut,ATF-01882
V-1454,DIY eJuice,FW,Hazelnut,ATF-01882
V-1455,Nomz,FW,Hazelnut,ATF-01882
V-1456,DIY eJuice,FW,Honey,ATF-01884
V-1457,DIY eJuice,FW,Honey Wood,ATF-01885
V-1458,DIY eJuice,FW,Honeydew,ATF-01886
V-1459,Bull City,FW,Huckleberry,ATF-01888
V-1460,DIY eJuice,FW,Huckleberry,ATF-01888
V-1461,DIY eJuice,FW,Iced Tea,ATF-01889
V-1462,DIY eJuice,FW,Irish Cream,ATF-01890
V-1463,DIY eJuice,FW,Jager Bomb,ATF-01892
V-1464,DIY eJuice,FW,Jamaican Rum,ATF-01893
V-1465,Nomz,FW,Jamaican Rum,ATF-01893
V-1466,DIY eJuice,FW,Jawbreaker,ATF-01894
V-1467,Bull City,FW,Jungle Juice,ATF-01895
V-1468,DIY eJuice,FW,Jungle Juice,ATF-01895
V-1469,Nomz,FW,Jungle Juice,ATF-01895
V-1470,DIY eJuice,FW,Kahlua,ATF-01896
V-1471,DIY eJuice,FW,Key Lime (Natural),ATF-01899
V-1472,Bull City,FW,Kiwi,ATF-01900
V-1473,DIY eJuice,FW,Kiwi,ATF-01900
V-1474,Nomz,FW,Kiwi,ATF-01900
V-1475,DIY eJuice,FW,Kiwi (Natural),ATF-01901
V-1476,DIY eJuice,FW,Kool Effects,ATF-01902
V-1477,Bull City,FW,Lavender,ATF-01904
V-1478,Bull City,FW,Lemon Meringue Pie,ATF-01905
V-1479,DIY eJuice,FW,Lemon Meringue Pie,ATF-01905
V-1480,DIY eJuice,FW,Lemonade (Natural),ATF-01906
V-1481,Nomz,FW,Lemonade (Natural),ATF-01906
V-1482,DIY eJuice,FW,Lychee,ATF-01909
V-1483,DIY eJuice,FW,Macadamia Nut,ATF-01910
V-1484,Bull City,FW,Madagascar Vanilla,ATF-01911
V-1485,DIY eJuice,FW,Madagascar Vanilla,ATF-01911
V-1486,DIY eJuice,FW,Magma Current,ATF-01912
V-1487,Bull City,FW,Mango,ATF-01915
V-1488,DIY eJuice,FW,Mango,ATF-01915
V-1489,DIY eJuice,FW,Mango (Natural),ATF-01916
V-1490,DIY eJuice,FW,Mango Guava,ATF-01917
V-1491,DIY eJuice,FW,Maple,ATF-01918
V-1492,DIY eJuice,FW,Maple Rum,ATF-01920
V-1493,DIY eJuice,FW,Maraschino Cherry,ATF-01921
V-1494,DIY eJuice,FW,Margarita,ATF-01922
V-1495,Bull City,FW,Marshmallow,ATF-01923
V-1496,DIY eJuice,FW,Marshmallow,ATF-01923
V-1497,DIY eJuice,FW,Martini,ATF-01924
V-1498,Bull City,FW,Menthol,ATF-01925
V-1499,DIY eJuice,FW,Menthol (Natural),ATF-01925
V-1500,DIY eJuice,FW,Merlot Wine,ATF-02058
V-1501,DIY eJuice,FW,Milk,ATF-01926
V-1502,DIY eJuice,FW,Milk Chocolate,ATF-01927
V-1503,DIY eJuice,FW,Mocha,ATF-01928
V-1504,DIY eJuice,FW,Mojito,ATF-01929
V-1505,DIY eJuice,FW,Monkey Fart,ATF-01930
V-1506,DIY eJuice,FW,Moose Milk,ATF-01931
V-1507,Bull City,FW,Natural Blood Orange,ATF-01750
V-1508,Bull City,FW,Natural Butterscotch,ATF-01772
V-1509,Bull City,FW,Natural Lemonade,ATF-01906
V-1510,Bull City,FW,Natural Orange,ATF-01936
V-1511,DIY eJuice,FW,Nutella,ATF-01935
V-1512,DIY eJuice,FW,Orange (Natural),ATF-01936
V-1513,Bull City,FW,Orange Dream Bar,ATF-01937
V-1514,DIY eJuice,FW,Orange Dream Bar,ATF-01937
V-1515,DIY eJuice,FW,Oriental,ATF-01938
V-1516,DIY eJuice,FW,Papaya (Natural),ATF-01939
V-1517,Bull City,FW,Peach,ATF-01941
V-1518,DIY eJuice,FW,Peach,ATF-01941
V-1519,DIY eJuice,FW,Peach (Gritty),ATF-00000
V-1520,DIY eJuice,FW,Peanut Butter,ATF-01944
V-1521,Bull City,FW,Peanut Butter Cup,ATF-01945
V-1522,DIY eJuice,FW,Peanut Butter Cup,ATF-01945
V-1523,Bull City,FW,Pear,ATF-01946
